Title	Type	Episodes	Release date	End date	Members	Score	Users	Rank	Popularity	Description	Related	Characters	Voices	Staff
Doubutsu Sumo Taikai	Movie	1	1931-01-01 00:00:00	-	1075	4.69	604	11743	10963	['Short movie from 1931.']	['Sequel: Love Kome: We Love Rice Nikisaku']	nan	nan	nan
