Title	Type	Episodes	Release date	End date	Members	Score	Users	Rank	Popularity	Description	Related	Characters	Voices	Staff
Shuo Guo Lei Lei	TV	26	2020-01-01 00:00:00	-	15	nan	0	13385	18958	"['No synopsis information has been added to this title. Help improve our database by adding a synopsis ', <a href=""/dbchanges.php?aid=48078&amp;t=synopsis"">here</a>, '.']"	['Adaptation: New Game!', 'Sequel: New Game!: Watashi, Shain Ryokou tte Hajimete nano de...']	nan	nan	nan
