Title	Type	Episodes	Release date	End date	Members	Score	Users	Rank	Popularity	Description	Related	Characters	Voices	Staff
Christmas Morgue	 Music	1	2010-12-07 00:00:00	-	508	5.18	276	11163	12943	"[""Music video for Kenshi Yonezu's song "", <i>Christmas Morgue</i>, ' animated by Yonezu himself.']"	nan	[]	[]	nan
