Title	Type	Episodes	Release date	End date	Members	Score	Users	Rank	Popularity	Description	Related	Characters	Voices	Staff
Manga Hajimete Omoshiro Juku OVA	OVA	4	?	?	163	nan	0	17189	16678	['Compilation OVA of the Manga Hajimete Omoshiro Juku series. ', '\n', '\n']	None	['Newcomen, Thomas', 'Orpheus']	[]	nan
