Title	Type	Episodes	Release date	End date	Members	Score	Users	Rank	Popularity	Description	Related	Characters	Voices	Staff
Sketchbook: Full Color's Picture Drama	Special	6	2008-01-25 00:00:00	2008-06-25 00:00:00	2218	6.38	702	6796	9166	['Short specials from the DVDs.']	['Sequel: Uchuu Kaizoku Mito no Daibouken: Futari no Joou-sama', 'Prequel: Uchuu Kaizoku Mito no Daibouken Pilot']	['Kajiwara, Sora', 'Asou, Natsumi', 'Kuga, Kokage', 'Kurihara, Nagisa', 'Torikai, Hazuki']	[]	[['Muramatsu, Ken', 'Music'], ['Kobako, Totan', 'Original Creator']]
