Title	Type	Episodes	Release date	End date	Members	Score	Users	Rank	Popularity	Description	Related	Characters	Voices	Staff
Pure-tou no Nakama-tachi	TV	26	2019-10-26 00:00:00	1983-12-23 00:00:00	720	6.23	215	7519	11980	['Kona is a boy who has a friend: a pink dragon named Serendipity with a kind nature. They want to stop the evil captain who tries steal gold from their peaceful island. ']	nan	['Serendipity', 'Laura']	['Okamoto, Mari', 'Nashiwa, Yuri']	[['Terada, Kenji', 'Script'], ['Matsuyama, Yuushi', 'Theme Song Arrangement'], ['Gotou, Takayuki', 'Key Animation'], ['Yonekawa, Koushin', 'Key Animation']]
