Title	Type	Episodes	Release date	End date	Members	Score	Users	Rank	Popularity	Description	Related	Characters	Voices	Staff
Haitai Nanafa 2nd Season	TV	13	2013-04-06 00:00:00	2013-06-29 00:00:00	3525	5.96	1199	8825	7966	['Continuation of the first season.']	None	['Kyan, Nanafa', 'Kyan, Kokona', 'Kyan, Nanao', 'Ojii', 'Iina', 'Nina', 'Rahna', 'Obaa', 'Shimoji, Maiko', 'Kana']	[]	[['Kimura, Hiroshi', 'Director, Episode Director, Storyboard'], ['Konuta, Kenji', 'Script, Series Composition'], ['Abe, Ryuudai', 'Music']]
